id	ref	class	di_events	dir	read_len	aln_len	ref_start	ref_end	ref_len	score	max_score	num_match	num_snp	num_ins	num_del	num_mask	shared_7mers	med_q	mean_q
SRR29165088.42800	B1_NC_007358.1	vRNA	0	R	621	630	1712	2341	2341	1780.00	3105.00	502	84	17	44	18	260	17.00	16.72
SRR29165088.42805	_NC_007363.1	vRNA	0	R	1039	1027	1	1027	1027	4408.00	5195.00	950	67	1	10	21	615	26.00	24.02
SRR29165088.42818	_NC_007363.1	vRNA	0	F	1045	1027	1	1027	1027	4242.00	5225.00	938	78	8	11	21	570	23.00	21.52
SRR29165088.42819	_NC_007363.1	vRNA	0	R	1046	1027	1	1027	1027	4268.00	5230.00	942	74	9	11	21	603	24.00	22.90
SRR29165088.42820	_NC_007363.1	vRNA	0	F	1037	1027	1	1027	1027	3895.00	5185.00	913	89	19	25	16	503	18.00	17.46
SRR29165088.42828	_NC_004906.1	vRNA	0	F	911	890	1	890	890	3377.00	4555.00	786	91	14	13	20	427	25.00	22.97
SRR29165088.42834	_NC_002020.1	vRNA	0	R	911	889	1	889	890	3425.00	4555.00	789	88	12	12	22	423	20.00	19.23
SRR29165088.42838	_NC_007363.1	vRNA	0	R	1059	1027	1	1027	1027	4045.00	5295.00	927	86	25	14	21	544	21.00	19.25
SRR29165088.42841	P_NC_007360.1	vRNA	0	R	1589	1565	1	1565	1565	5930.00	7945.00	1371	177	20	17	21	693	26.00	24.67
SRR29165088.42850	_NC_007363.1	vRNA	0	F	1045	1027	1	1027	1027	4241.00	5225.00	937	78	12	12	18	568	24.00	22.74
SRR29165088.42851	_NC_007363.1	vRNA	0	R	1041	1027	1	1027	1027	4375.00	5205.00	948	70	4	9	19	606	25.00	23.26
SRR29165088.42862	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	4212.00	5245.00	938	73	8	16	30	596	24.00	22.27
SRR29165088.42864	_NC_002020.1	vRNA	0	R	901	890	1	890	890	3568.00	4505.00	797	80	3	13	21	446	26.00	24.63
SRR29165088.42865	_NC_007363.1	vRNA	0	R	1046	1027	1	1027	1027	4410.00	5230.00	954	67	5	6	20	616	26.00	24.51
SRR29165088.42868	_NC_007363.1	vRNA	0	F	1053	1027	1	1027	1027	4239.00	5265.00	941	77	14	9	21	587	22.00	21.15
SRR29165088.42871	_NC_007363.1	vRNA	0	F	1040	1027	1	1027	1027	4244.00	5200.00	940	73	6	14	21	572	23.00	21.90
SRR29165088.42873	_NC_002020.1	vRNA	0	R	907	890	1	890	890	3521.00	4535.00	792	92	2	6	21	433	25.00	23.46
SRR29165088.42881	_NC_007363.1	vRNA	0	F	1055	1027	1	1027	1027	3835.00	5275.00	915	84	34	28	22	501	18.00	18.71
SRR29165088.42885	_NC_007363.1	vRNA	0	R	1040	1027	1	1027	1027	4268.00	5200.00	941	69	9	17	21	593	24.00	22.71
SRR29165088.42890	_NC_002020.1	vRNA	0	F	903	885	6	890	890	3414.00	4515.00	787	83	12	15	21	412	24.00	22.43
SRR29165088.42908	_NC_007363.1	vRNA	0	R	1039	1027	1	1027	1027	4233.00	5195.00	940	70	8	17	21	582	25.00	22.98
SRR29165088.42911	B2_NC_026438.1	vRNA	0	F	2349	2280	1	2280	2280	8198.00	11745.00	1952	294	19	34	84	979	24.00	22.53
SRR29165088.42913	_NC_007363.1	vRNA	0	R	1042	1027	1	1027	1027	4379.00	5210.00	949	68	3	10	22	604	24.00	23.17
SRR29165088.42918	_NC_007363.1	vRNA	0	F	1089	1027	1	1027	1027	3989.00	5445.00	927	80	63	20	19	542	22.00	20.83
SRR29165088.42925	P_NC_007360.1	vRNA	0	R	1580	1565	1	1565	1565	5937.00	7900.00	1369	180	10	16	21	683	26.00	24.27
SRR29165088.42926	_NC_007363.1	vRNA	0	R	1037	1025	3	1027	1027	3978.00	5185.00	922	74	19	29	22	529	19.00	18.82
SRR29165088.42927	_NC_007363.1	vRNA	0	R	1020	1019	1	1019	1027	3687.00	5100.00	886	97	13	36	24	481	14.00	15.84
SRR29165088.42928	_NC_007363.1	vRNA	0	R	608	594	434	1027	1027	2457.00	3040.00	546	43	6	5	13	340	23.00	22.05
SRR29165088.42930	_NC_007363.1	vRNA	0	F	1032	1027	1	1027	1027	4196.00	5160.00	935	70	6	22	21	592	22.00	21.28
SRR29165088.42936	_NC_004906.1	vRNA	0	F	909	890	1	890	890	3483.00	4545.00	789	95	4	6	21	439	25.00	23.36
SRR29165088.42937	_NC_007363.1	vRNA	0	F	1041	1027	1	1027	1027	4258.00	5205.00	936	74	10	17	21	582	22.00	21.12
SRR29165088.42941	_NC_002020.1	vRNA	0	R	912	890	1	890	890	3538.00	4560.00	802	80	9	8	21	424	24.00	22.31
SRR29165088.42953	_NC_007363.1	vRNA	0	R	609	594	434	1027	1027	2205.00	3045.00	528	49	15	17	17	293	20.00	18.66
SRR29165088.42954	_NC_002020.1	vRNA	0	R	909	890	1	890	890	3391.00	4545.00	782	94	12	14	21	422	23.00	21.59
SRR29165088.42956	_NC_007363.1	vRNA	0	R	1032	1021	7	1027	1027	4284.00	5160.00	938	70	5	13	19	598	25.00	23.10
SRR29165088.42960	_NC_007363.1	vRNA	0	F	1042	1026	1	1026	1027	4168.00	5210.00	933	77	11	16	21	544	23.00	22.00
SRR29165088.42971	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	4062.00	5245.00	924	90	14	13	21	531	20.00	19.68
SRR29165088.42977	A_NC_007362.1	vRNA	0	F	1789	1760	1	1760	1760	6899.00	8945.00	1558	186	5	16	40	886	26.00	24.43
SRR29165088.42986	_NC_007363.1	vRNA	0	F	1054	1027	1	1027	1027	4402.00	5270.00	952	74	7	1	21	614	25.00	24.53
SRR29165088.42991	_NC_002020.1	vRNA	0	R	909	889	1	889	890	3364.00	4545.00	784	89	13	16	23	412	24.00	22.16
SRR29165088.42999	A_NC_007362.1	vRNA	0	R	1783	1760	1	1760	1760	6642.00	8915.00	1538	198	7	24	40	833	25.00	23.27
SRR29165088.43005	_NC_007363.1	vRNA	0	R	1046	1027	1	1027	1027	4293.00	5230.00	943	74	8	10	21	578	26.00	24.80
SRR29165088.43007	_NC_007363.1	vRNA	0	F	1042	1027	1	1027	1027	4186.00	5210.00	937	75	13	15	17	572	23.00	21.77
SRR29165088.43010	_NC_007363.1	vRNA	0	F	1047	1027	1	1027	1027	4276.00	5235.00	943	73	10	11	21	595	24.00	22.10
SRR29165088.43011	_NC_007363.1	vRNA	0	F	1035	1026	2	1027	1027	4138.00	5175.00	935	73	11	18	16	557	21.00	20.26
SRR29165088.43015	_NC_002020.1	vRNA	0	R	899	890	1	890	890	3522.00	4495.00	796	78	4	16	21	443	25.00	23.63
SRR29165088.43018	_NC_002020.1	vRNA	0	F	906	887	4	890	890	3296.00	4530.00	779	86	17	22	24	393	18.00	18.73
SRR29165088.43021	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	3913.00	5245.00	911	97	19	19	22	509	24.00	21.86
SRR29165088.43022	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	4295.00	5245.00	943	76	9	8	21	590	25.00	23.84
SRR29165088.43025	_NC_002020.1	vRNA	0	R	904	890	1	890	890	3359.00	4520.00	785	87	11	18	21	407	22.00	20.16
SRR29165088.43027	_NC_002020.1	vRNA	0	F	926	890	1	890	890	3540.00	4630.00	802	84	22	4	18	444	25.00	23.19
SRR29165088.43034	_NC_007363.1	vRNA	0	F	1045	1027	1	1027	1027	4352.00	5225.00	949	70	6	8	20	596	25.00	24.09
SRR29165088.43038	_NC_007363.1	vRNA	0	R	1042	1027	1	1027	1027	4168.00	5210.00	931	83	7	13	21	533	23.00	21.05
SRR29165088.43039	A_NC_007362.1	vRNA	0	R	1803	1760	1	1760	1760	6609.00	9015.00	1539	204	19	17	41	822	25.00	23.78
SRR29165088.43042	P_NC_007360.1	vRNA	0	F	1587	1565	1	1565	1565	5838.00	7935.00	1369	181	16	15	21	652	25.00	23.31
SRR29165088.43048	_NC_007363.1	vRNA	0	F	1027	1027	1	1027	1027	4013.00	5135.00	915	85	6	27	21	529	24.00	22.22
SRR29165088.43052	_NC_007363.1	vRNA	0	F	1034	1027	1	1027	1027	4174.00	5170.00	932	74	7	21	21	572	24.00	22.21
SRR29165088.43053	_NC_002020.1	vRNA	0	F	910	890	1	890	890	3422.00	4550.00	789	89	11	12	21	421	24.00	22.94
SRR29165088.43055	P_NC_007360.1	vRNA	0	F	1588	1565	1	1565	1565	5803.00	7940.00	1363	181	24	21	20	653	21.00	20.39
SRR29165088.43058	_NC_002020.1	vRNA	0	F	915	890	1	890	890	3619.00	4575.00	809	76	9	5	21	461	26.00	24.87
SRR29165088.43059	_NC_002020.1	vRNA	0	R	906	890	1	890	890	3510.00	4530.00	795	82	7	13	22	433	24.00	23.35
SRR29165088.43060	_NC_007363.1	vRNA	0	R	1037	1027	1	1027	1027	4270.00	5185.00	941	69	7	17	20	576	26.00	24.21
SRR29165088.43063	P_NC_007360.1	vRNA	0	R	1555	1565	1	1565	1565	5462.00	7775.00	1329	191	14	45	21	638	23.00	21.37
SRR29165088.43067	_NC_007363.1	vRNA	0	R	1044	1027	1	1027	1027	4375.00	5220.00	949	68	7	10	20	626	26.00	24.97
SRR29165088.43072	_NC_007363.1	vRNA	0	R	1037	1027	1	1027	1027	3926.00	5185.00	918	80	18	29	21	500	19.00	18.82
SRR29165088.43088	_NC_002020.1	vRNA	0	R	911	890	1	890	890	3476.00	4555.00	795	83	11	12	22	425	24.00	22.81
SRR29165088.43092	_NC_007363.1	vRNA	0	R	1038	1027	1	1027	1027	4209.00	5190.00	935	74	8	18	21	569	21.00	20.58
SRR29165088.43096	_NC_007363.1	vRNA	0	F	1044	1027	1	1027	1027	4117.00	5220.00	933	74	16	20	21	555	23.00	21.40
SRR29165088.43101	_NC_002020.1	vRNA	0	R	903	890	1	890	890	3541.00	4515.00	797	79	6	14	21	446	26.00	23.79
SRR29165088.43106	_NC_002020.1	vRNA	0	R	907	890	1	890	890	3461.00	4535.00	791	87	8	12	21	422	23.00	21.65
SRR29165088.43114	_NC_007363.1	vRNA	0	F	1041	1027	1	1027	1027	3637.00	5205.00	896	92	31	39	22	481	16.00	17.06
SRR29165088.43115	_NC_007363.1	vRNA	0	F	1038	1027	1	1027	1027	4266.00	5190.00	941	67	8	19	22	592	25.00	23.33
SRR29165088.43120	_NC_002020.1	vRNA	0	F	906	890	1	890	890	3356.00	4530.00	784	89	11	17	22	407	21.00	19.90
SRR29165088.43125	_NC_004906.1	vRNA	0	R	905	890	1	890	890	3294.00	4525.00	780	88	16	22	21	396	21.00	19.72
SRR29165088.43126	_NC_007363.1	vRNA	0	F	997	1026	2	1027	1027	3629.00	4985.00	872	89	13	65	23	470	18.00	18.50
SRR29165088.43129	_NC_007363.1	vRNA	0	R	1052	1027	1	1027	1027	4206.00	5260.00	938	79	14	10	21	557	22.00	21.51
SRR29165088.43134	_NC_002020.1	vRNA	0	R	881	890	1	890	890	3298.00	4405.00	772	79	9	39	21	410	24.00	21.69
SRR29165088.43136	_NC_007363.1	vRNA	0	F	1008	1027	1	1027	1027	3692.00	5040.00	885	82	21	60	20	508	18.00	18.10
SRR29165088.43140	_NC_007363.1	vRNA	0	R	610	594	434	1027	1027	2271.00	3050.00	531	50	18	13	11	287	22.00	20.00
SRR29165088.43145	_NC_007363.1	vRNA	0	R	1042	1027	1	1027	1027	4079.00	5210.00	928	81	12	18	21	538	21.00	20.17
SRR29165088.43146	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	4366.00	5245.00	950	73	7	4	19	585	24.00	22.60
SRR29165088.43148	_NC_007363.1	vRNA	0	R	1046	1027	1	1027	1027	4495.00	5230.00	958	66	1	3	21	639	26.00	25.15
SRR29165088.43157	_NC_007363.1	vRNA	0	R	1060	1027	1	1027	1027	4054.00	5300.00	927	90	22	10	21	522	17.00	17.94
SRR29165088.43165	_NC_007363.1	vRNA	0	R	1042	1027	1	1027	1027	4417.00	5210.00	949	71	1	7	21	614	27.00	26.41
SRR29165088.43168	_NC_007363.1	vRNA	0	R	1065	1023	5	1027	1027	3575.00	5325.00	887	107	43	29	28	444	16.00	16.76
SRR29165088.43170	_NC_007363.1	vRNA	0	R	604	594	434	1027	1027	2477.00	3020.00	547	42	4	5	11	353	26.00	24.42
SRR29165088.43186	_NC_007363.1	vRNA	0	F	1044	1027	1	1027	1027	4240.00	5220.00	940	73	10	14	21	573	24.00	22.86
SRR29165088.43187	_NC_007363.1	vRNA	0	R	1041	1027	1	1027	1027	4386.00	5205.00	950	68	2	9	21	607	25.00	23.05
SRR29165088.43189	_NC_007363.1	vRNA	0	F	1050	1027	1	1027	1027	4286.00	5250.00	943	79	9	5	19	598	24.00	21.61
SRR29165088.43191	_NC_007363.1	vRNA	0	R	1041	1027	1	1027	1027	4293.00	5205.00	942	73	5	12	21	597	24.00	22.72
SRR29165088.43201	A_NC_007362.1	vRNA	0	F	1787	1760	1	1760	1760	6568.00	8935.00	1534	200	15	26	38	851	23.00	22.15
SRR29165088.43209	_NC_007363.1	vRNA	0	R	1056	1027	1	1027	1027	4229.00	5280.00	941	76	18	10	21	587	24.00	22.77
SRR29165088.43216	_NC_007363.1	vRNA	0	R	1055	1027	1	1027	1027	4153.00	5275.00	937	79	16	11	23	571	22.00	20.62
SRR29165088.43217	B2_NC_026438.1	vRNA	0	R	2347	2280	1	2280	2280	8635.00	11735.00	1986	272	5	22	84	999	26.00	25.08
SRR29165088.43224	P_NC_007360.1	vRNA	0	R	1573	1565	1	1565	1565	6007.00	7865.00	1374	174	6	17	19	711	27.00	25.86
SRR29165088.43225	_NC_002020.1	vRNA	0	R	908	890	1	890	890	3626.00	4540.00	803	82	2	5	21	454	26.00	25.43
SRR29165088.43226	_NC_007363.1	vRNA	0	F	1049	1027	1	1027	1027	4401.00	5245.00	952	68	8	7	21	626	25.00	22.92
SRR29165088.43227	_NC_002020.1	vRNA	0	R	923	890	1	890	890	3173.00	4615.00	775	94	26	21	28	391	20.00	19.30
SRR29165088.43228	_NC_002020.1	vRNA	0	R	913	890	1	890	890	3623.00	4565.00	805	79	8	6	21	451	24.00	22.66
SRR29165088.43232	_NC_007363.1	vRNA	0	R	1043	1027	1	1027	1027	4224.00	5215.00	935	77	2	15	29	586	24.00	22.28
SRR29165088.43234	_NC_007363.1	vRNA	0	R	1041	1027	1	1027	1027	3950.00	5205.00	918	84	18	25	21	551	18.00	18.45
SRR29165088.43237	_NC_007363.1	vRNA	0	F	1045	1026	1	1026	1027	4268.00	5225.00	941	76	7	9	21	588	24.00	22.00
SRR29165088.43238	_NC_007363.1	vRNA	0	F	1071	1027	1	1027	1027	3777.00	5355.00	910	96	44	21	21	497	19.00	18.35
SRR29165088.43241	_NC_002020.1	vRNA	0	R	906	890	1	890	890	3548.00	4530.00	796	85	2	9	23	439	25.00	23.21
SRR29165088.43243	P_NC_007360.1	diRNA	2	F	1462	1565	1	1565	1565	5227.00	7310.00	1269	163	9	133	21	634	27.00	24.23
SRR29165088.43248	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	4266.00	5245.00	941	75	11	11	22	569	24.00	22.70
SRR29165088.43249	B2_NC_026438.1	vRNA	0	F	2335	2280	1	2280	2280	8407.00	11675.00	1964	286	5	30	80	979	25.00	23.14
SRR29165088.43252	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	4259.00	5245.00	940	75	12	12	22	568	24.00	22.78
SRR29165088.43258	_NC_007363.1	vRNA	0	R	1025	1023	5	1027	1027	3711.00	5125.00	892	86	27	45	20	509	19.00	18.94
SRR29165088.43259	_NC_007363.1	vRNA	0	R	1049	1026	1	1026	1027	4343.00	5245.00	944	79	4	3	22	600	24.00	23.36
SRR29165088.43260	_NC_002020.1	vRNA	0	R	901	886	5	890	890	3579.00	4505.00	797	81	2	8	21	454	25.00	24.32
SRR29165088.43265	_NC_007363.1	vRNA	0	R	1052	1027	1	1027	1027	3831.00	5260.00	903	94	26	30	29	507	19.00	18.71
SRR29165088.43268	_NC_002020.1	vRNA	0	F	907	890	1	890	890	3245.00	4535.00	780	88	20	22	19	404	20.00	18.77
SRR29165088.43272	_NC_007363.1	vRNA	0	R	1045	1026	1	1026	1027	3620.00	5225.00	887	116	22	23	20	454	13.00	15.49
SRR29165088.43273	A_NC_007362.1	vRNA	0	F	1772	1760	1	1760	1760	6422.00	8860.00	1528	190	20	42	34	797	22.00	20.39
SRR29165088.43275	_NC_002020.1	vRNA	0	R	912	890	1	890	890	3478.00	4560.00	798	78	15	14	21	429	25.00	22.77
SRR29165088.43277	_NC_007363.1	vRNA	0	F	1060	1027	1	1027	1027	4270.00	5300.00	947	70	22	10	21	599	26.00	23.45
SRR29165088.43278	A_NC_007362.1	vRNA	0	F	1787	1760	1	1760	1760	5951.00	8935.00	1479	236	32	45	40	760	19.00	18.62
SRR29165088.43280	_NC_007363.1	vRNA	0	R	1038	1027	1	1027	1027	4171.00	5190.00	932	78	7	17	21	553	23.00	21.40
SRR29165088.43297	_NC_007363.1	vRNA	0	F	1048	1027	1	1027	1027	4164.00	5240.00	931	76	14	20	27	560	21.00	20.53
SRR29165088.43300	_NC_007363.1	vRNA	0	R	1047	1027	1	1027	1027	4226.00	5235.00	938	74	9	15	26	579	25.00	23.28
SRR29165088.43307	_NC_007363.1	vRNA	0	F	602	594	434	1027	1027	2322.00	3010.00	534	48	9	12	11	312	22.00	21.23
SRR29165088.43312	_NC_002020.1	vRNA	0	R	899	890	1	890	890	3488.00	4495.00	794	79	5	17	21	427	24.00	23.08
SRR29165088.43326	_NC_007363.1	vRNA	0	F	1049	1027	1	1027	1027	4219.00	5245.00	936	74	13	17	26	564	24.00	22.34
SRR29165088.43328	_NC_007363.1	vRNA	0	F	1028	1027	1	1027	1027	3958.00	5140.00	917	72	13	38	26	517	19.00	19.20
SRR29165088.43341	_NC_007363.1	vRNA	0	R	1040	1027	1	1027	1027	4154.00	5200.00	928	85	6	14	21	567	23.00	21.70
SRR29165088.43344	_NC_007363.1	vRNA	0	F	1048	1027	1	1027	1027	4102.00	5240.00	931	78	16	18	23	553	22.00	21.00
SRR29165088.43347	_NC_007363.1	vRNA	0	F	1046	1027	1	1027	1027	4286.00	5230.00	944	72	9	11	21	585	25.00	23.24
SRR29165088.43349	P_NC_007360.1	vRNA	0	R	1572	1565	1	1565	1565	5341.00	7860.00	1330	188	33	47	21	648	24.00	21.58
SRR29165088.43353	_NC_007363.1	vRNA	0	F	1051	1027	1	1027	1027	4323.00	5255.00	946	76	8	5	21	611	25.00	23.74
SRR29165088.43354	_NC_004906.1	vRNA	0	F	909	890	1	890	890	3334.00	4545.00	782	91	15	17	21	410	23.00	21.76
SRR29165088.43359	_NC_007363.1	vRNA	0	F	1044	1027	1	1027	1027	3995.00	5220.00	925	79	21	23	19	519	19.00	18.45
SRR29165088.43362	_NC_007363.1	vRNA	0	F	1045	1027	1	1027	1027	4128.00	5225.00	927	83	14	17	21	560	23.00	21.40
SRR29165088.43363	_NC_007363.1	vRNA	0	F	1017	1027	1	1027	1027	3437.00	5085.00	870	96	36	61	15	417	14.00	15.88
SRR29165088.43364	_NC_002020.1	vRNA	0	F	913	890	1	890	890	3239.00	4565.00	777	92	23	21	21	400	21.00	18.85
SRR29165088.43366	_NC_007363.1	vRNA	0	R	1038	1027	1	1027	1027	4107.00	5190.00	923	83	11	21	21	557	25.00	22.94
SRR29165088.43370	A_NC_007362.1	vRNA	0	R	1781	1760	1	1760	1760	6645.00	8905.00	1539	192	10	29	40	812	23.00	22.02
SRR29165088.43373	_NC_007363.1	vRNA	0	R	1024	1021	7	1027	1027	3710.00	5120.00	893	93	15	35	23	463	18.00	17.80
SRR29165088.43379	_NC_007363.1	vRNA	0	F	1051	1027	1	1027	1027	4346.00	5255.00	948	76	6	3	21	598	24.00	23.06
SRR29165088.43380	_NC_002020.1	vRNA	0	F	918	890	1	890	890	3518.00	4590.00	796	81	17	13	24	446	25.00	22.55
SRR29165088.43385	_NC_002020.1	vRNA	0	F	918	887	4	890	890	3411.00	4590.00	785	94	13	8	26	410	21.00	20.29
SRR29165088.43405	_NC_007363.1	vRNA	0	F	1041	1027	1	1027	1027	4257.00	5205.00	941	69	11	17	20	590	24.00	22.51
SRR29165088.43412	_NC_002020.1	vRNA	0	R	910	890	1	890	890	3546.00	4550.00	798	81	10	11	21	449	24.00	23.40
SRR29165088.43421	_NC_007363.1	vRNA	0	R	1012	1026	2	1027	1027	3932.00	5060.00	908	70	10	48	24	526	25.00	21.92
SRR29165088.43430	_NC_007363.1	vRNA	0	R	1046	1027	1	1027	1027	4305.00	5230.00	946	70	8	11	22	591	24.00	22.08
SRR29165088.43439	_NC_007363.1	vRNA	0	F	1013	1027	1	1027	1027	3727.00	5065.00	889	90	13	48	21	473	18.50	17.90
SRR29165088.43444	_NC_007363.1	vRNA	0	F	616	594	434	1027	1027	2450.00	3080.00	547	45	13	2	11	345	23.00	22.09
SRR29165088.43446	_NC_007363.1	vRNA	0	R	1050	1027	1	1027	1027	4221.00	5250.00	939	76	14	12	21	586	25.00	23.11
SRR29165088.43455	A_NC_007359.1	vRNA	0	F	2236	2233	1	2233	2233	8912.00	11180.00	2014	180	21	39	21	1259	23.00	21.32
SRR29165088.43457	_NC_002020.1	vRNA	0	R	907	890	1	890	890	3234.00	4535.00	777	93	16	20	21	386	19.00	19.50
SRR29165088.43458	_NC_007363.1	vRNA	0	R	1039	1027	1	1027	1027	4378.00	5195.00	951	63	4	13	21	617	25.00	24.05
SRR29165088.43462	_NC_007363.1	vRNA	0	R	1033	1027	1	1027	1027	4214.00	5165.00	934	66	12	27	21	579	25.00	22.75
SRR29165088.43465	_NC_007363.1	vRNA	0	R	1046	1027	1	1027	1027	4109.00	5230.00	931	80	12	16	23	552	22.00	20.43
SRR29165088.43466	A_NC_007362.1	vRNA	0	F	1783	1760	1	1760	1760	6087.00	8915.00	1502	201	40	57	40	770	20.00	19.00
SRR29165088.43473	_NC_002020.1	vRNA	0	R	909	890	1	890	890	3494.00	4545.00	795	83	11	12	20	434	25.00	23.50
SRR29165088.43478	_NC_002020.1	vRNA	0	F	896	890	1	890	890	3367.00	4480.00	784	79	12	27	21	410	20.50	19.55
SRR29165088.43480	_NC_007363.1	vRNA	0	F	1056	1027	1	1027	1027	3985.00	5280.00	921	92	22	14	21	516	22.00	20.21
SRR29165088.43481	_NC_007363.1	vRNA	0	R	1046	1027	1	1027	1027	4325.00	5230.00	945	74	6	8	21	590	25.00	24.00
SRR29165088.43485	_NC_007363.1	vRNA	0	R	1044	1027	1	1027	1027	4104.00	5220.00	929	80	14	18	21	554	26.00	23.34
SRR29165088.43486	A_NC_007362.1	vRNA	0	F	1801	1760	1	1760	1760	6550.00	9005.00	1535	202	24	23	40	813	23.00	21.72
SRR29165088.43491	_NC_007363.1	vRNA	0	R	1022	1027	1	1027	1027	3907.00	5110.00	908	72	19	47	23	530	21.00	19.60
SRR29165088.43492	P_NC_007360.1	vRNA	0	R	1574	1565	1	1565	1565	5958.00	7870.00	1373	174	13	18	14	695	24.00	22.69
SRR29165088.43493	P_NC_007360.1	vRNA	0	F	1571	1565	1	1565	1565	5766.00	7855.00	1351	189	10	25	21	652	24.00	22.58
SRR29165088.43496	A_NC_007362.1	vRNA	0	F	1785	1760	1	1760	1760	6745.00	8925.00	1549	184	12	27	40	844	25.00	23.48
SRR29165088.43497	A_NC_007359.1	vRNA	0	R	2248	2233	1	2233	2233	9336.00	11240.00	2044	175	8	14	21	1354	25.00	23.85
SRR29165088.43498	_NC_007363.1	vRNA	0	R	1052	1027	1	1027	1027	4308.00	5260.00	946	74	11	7	21	588	25.00	23.09
SRR29165088.43501	_NC_007363.1	vRNA	0	F	1046	1027	1	1027	1027	4338.00	5230.00	947	70	8	10	21	608	27.00	25.13
SRR29165088.43502	_NC_007363.1	vRNA	0	R	1050	1027	1	1027	1027	4174.00	5250.00	935	81	13	11	21	582	24.00	21.79
SRR29165088.43503	_NC_002020.1	vRNA	0	F	900	887	1	887	890	3288.00	4500.00	771	95	13	21	21	404	22.00	20.03
SRR29165088.43505	_NC_007363.1	vRNA	0	F	1030	1027	1	1027	1027	3891.00	5150.00	909	82	20	36	19	491	20.00	19.01
SRR29165088.43508	_NC_002020.1	vRNA	0	F	910	887	4	890	890	3356.00	4550.00	787	83	14	17	26	409	19.00	18.84
SRR29165088.43510	_NC_007363.1	vRNA	0	F	1045	1027	1	1027	1027	4387.00	5225.00	950	70	4	7	21	615	24.00	23.25
SRR29165088.43513	_NC_004906.1	vRNA	0	F	926	890	1	890	890	3466.00	4630.00	797	88	18	5	23	445	23.00	21.62
SRR29165088.43517	_NC_007363.1	vRNA	0	F	1036	1027	1	1027	1027	4281.00	5180.00	942	68	5	17	21	585	22.00	21.51
SRR29165088.43518	_NC_007363.1	vRNA	0	R	1035	1027	1	1027	1027	4237.00	5175.00	941	68	7	18	19	586	22.00	21.44
SRR29165088.43526	_NC_007363.1	vRNA	0	F	1049	1027	1	1027	1027	4281.00	5245.00	945	76	8	6	20	589	24.00	22.23
SRR29165088.43529	_NC_002020.1	vRNA	0	F	911	890	1	890	890	3195.00	4555.00	775	90	25	25	21	378	22.00	20.29
SRR29165088.43530	_NC_007363.1	vRNA	0	F	1059	1027	1	1027	1027	4034.00	5295.00	926	88	24	13	21	534	22.00	20.29
SRR29165088.43531	_NC_007363.1	vRNA	0	R	1040	1027	1	1027	1027	4317.00	5200.00	943	74	2	10	21	591	24.00	21.95
SRR29165088.43533	_NC_007363.1	vRNA	0	R	1040	1027	1	1027	1027	4147.00	5200.00	932	75	13	20	20	565	22.00	21.09
SRR29165088.43536	_NC_004906.1	vRNA	0	R	897	890	1	890	890	3311.00	4485.00	777	90	11	23	19	418	23.00	21.57
SRR29165088.43537	_NC_007363.1	vRNA	0	F	1041	1027	1	1027	1027	4143.00	5205.00	931	78	11	18	21	553	23.00	21.98
SRR29165088.43547	_NC_004906.1	vRNA	0	R	912	890	1	890	890	3445.00	4560.00	793	86	12	11	21	433	25.00	23.55
SRR29165088.43549	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	4202.00	5245.00	941	75	12	11	21	562	24.00	21.84
SRR29165088.43550	_NC_004906.1	vRNA	0	R	908	890	1	890	890	3383.00	4540.00	787	89	11	14	21	425	23.00	21.27
SRR29165088.43554	_NC_007363.1	vRNA	0	R	1053	1027	1	1027	1027	4429.00	5265.00	954	70	4	3	25	617	25.00	23.39
SRR29165088.43555	_NC_007363.1	vRNA	0	F	1046	1027	1	1027	1027	4266.00	5230.00	940	77	8	10	21	583	24.00	22.70
SRR29165088.43561	A_NC_007361.1	vRNA	0	F	1488	1458	1	1458	1458	5556.00	7440.00	1285	158	24	15	21	684	21.00	20.60
SRR29165088.43563	_NC_002020.1	vRNA	0	F	917	890	1	890	890	3290.00	4585.00	786	87	23	17	21	388	22.00	20.84
SRR29165088.43564	_NC_007363.1	vRNA	0	F	1036	1027	1	1027	1027	4167.00	5180.00	931	73	11	23	21	582	23.00	21.87
SRR29165088.43568	B2_NC_026438.1	vRNA	0	R	2336	2275	1	2275	2280	8163.00	11680.00	1949	279	23	47	85	964	24.00	22.10
SRR29165088.43576	_NC_007363.1	vRNA	0	F	1050	1027	1	1027	1027	4269.00	5250.00	948	69	14	10	19	600	24.00	22.32
SRR29165088.43578	_NC_007363.1	vRNA	0	F	1050	1021	7	1027	1027	4277.00	5250.00	940	74	12	7	24	589	23.00	22.17
SRR29165088.43582	_NC_007363.1	vRNA	0	R	1053	1027	1	1027	1027	3815.00	5265.00	909	95	30	23	19	503	19.00	18.67
SRR29165088.43583	_NC_007363.1	vRNA	0	R	1026	1027	1	1027	1027	4023.00	5130.00	915	85	5	27	21	527	22.00	20.92
